string is Datatype.
subject has association is ObjectProperty.
subject has association Characteristics Irreflexive.
subject has association Domain OrphaCode.
subject has association Range Association.
with frequency is DataProperty.
Orphanet 457485 is Class.
Orphanet 457485 SubClassOf OrphaCode.
Orphanet 458798 is Class.
Orphanet 458798 SubClassOf OrphaCode.
Orphanet 458803 is Class.
Orphanet 458803 SubClassOf OrphaCode.
Orphanet 459033 is Class.
Orphanet 459033 SubClassOf OrphaCode.
Orphanet 459056 is Class.
Orphanet 459056 SubClassOf OrphaCode.
Orphanet 459061 is Class.
Orphanet 459061 SubClassOf OrphaCode.
Orphanet 459070 is Class.
Orphanet 459070 SubClassOf OrphaCode.
Orphanet 459074 is Class.
Orphanet 459074 SubClassOf OrphaCode.
Orphanet 46 is Class.
Orphanet 46 SubClassOf OrphaCode.
Orphanet 46059 is Class.
Orphanet 46059 SubClassOf OrphaCode.
Orphanet 461 is Class.
Orphanet 461 SubClassOf OrphaCode.
Orphanet 46348 is Class.
Orphanet 46348 SubClassOf OrphaCode.
Orphanet 464 is Class.
Orphanet 464 SubClassOf OrphaCode.
Orphanet 464282 is Class.
Orphanet 464282 SubClassOf OrphaCode.
Orphanet 464288 is Class.
Orphanet 464288 SubClassOf OrphaCode.
Orphanet 464306 is Class.
Orphanet 464306 SubClassOf OrphaCode.
Orphanet 464311 is Class.
Orphanet 464311 SubClassOf OrphaCode.
Orphanet 464318 is Class.
Orphanet 464318 SubClassOf OrphaCode.
Orphanet 464321 is Class.
Orphanet 464321 SubClassOf OrphaCode.
Orphanet 464329 is Class.
Orphanet 464329 SubClassOf OrphaCode.
Orphanet 464343 is Class.
Orphanet 464343 SubClassOf OrphaCode.
Orphanet 464370 is Class.
Orphanet 464370 SubClassOf OrphaCode.
Orphanet 464440 is Class.
Orphanet 464440 SubClassOf OrphaCode.
Orphanet 464453 is Class.
Orphanet 464453 SubClassOf OrphaCode.
Orphanet 464738 is Class.
Orphanet 464738 SubClassOf OrphaCode.
Orphanet 46486 is Class.
Orphanet 46486 SubClassOf OrphaCode.
Orphanet 46487 is Class.
Orphanet 46487 SubClassOf OrphaCode.
Orphanet 46488 is Class.
Orphanet 46488 SubClassOf OrphaCode.
Orphanet 465 is Class.
Orphanet 465 SubClassOf OrphaCode.
Orphanet 46532 is Class.
Orphanet 46532 SubClassOf OrphaCode.
Orphanet 465508 is Class.
Orphanet 465508 SubClassOf OrphaCode.
Orphanet 46627 is Class.
Orphanet 46627 SubClassOf OrphaCode.
Orphanet 466650 is Class.
Orphanet 466650 SubClassOf OrphaCode.
Orphanet 466677 is Class.
Orphanet 466677 SubClassOf OrphaCode.
Orphanet 466688 is Class.
Orphanet 466688 SubClassOf OrphaCode.
Orphanet 466722 is Class.
Orphanet 466722 SubClassOf OrphaCode.
Orphanet 466768 is Class.
Orphanet 466768 SubClassOf OrphaCode.
Orphanet 466791 is Class.
Orphanet 466791 SubClassOf OrphaCode.
Orphanet 466794 is Class.
Orphanet 466794 SubClassOf OrphaCode.
Orphanet 466926 is Class.
Orphanet 466926 SubClassOf OrphaCode.
Orphanet 466934 is Class.
Orphanet 466934 SubClassOf OrphaCode.
Orphanet 466943 is Class.
Orphanet 466943 SubClassOf OrphaCode.
Orphanet 466950 is Class.
Orphanet 466950 SubClassOf OrphaCode.
Orphanet 467166 is Class.
Orphanet 467166 SubClassOf OrphaCode.
Orphanet 46724 is Class.
Orphanet 46724 SubClassOf OrphaCode.
Orphanet 468620 is Class.
Orphanet 468620 SubClassOf OrphaCode.
Orphanet 468631 is Class.
Orphanet 468631 SubClassOf OrphaCode.
Orphanet 468661 is Class.
Orphanet 468661 SubClassOf OrphaCode.
Orphanet 468678 is Class.
Orphanet 468678 SubClassOf OrphaCode.
Orphanet 468699 is Class.
Orphanet 468699 SubClassOf OrphaCode.
Orphanet 468726 is Class.
Orphanet 468726 SubClassOf OrphaCode.
Orphanet 469 is Class.
Orphanet 469 SubClassOf OrphaCode.
Orphanet 47 is Class.
Orphanet 47 SubClassOf OrphaCode.
Orphanet 470 is Class.
Orphanet 470 SubClassOf OrphaCode.
Orphanet 47045 is Class.
Orphanet 47045 SubClassOf OrphaCode.
Orphanet 47159 is Class.
Orphanet 47159 SubClassOf OrphaCode.
Orphanet 474 is Class.
Orphanet 474 SubClassOf OrphaCode.
Orphanet 475 is Class.
Orphanet 475 SubClassOf OrphaCode.
Orphanet 47612 is Class.
Orphanet 47612 SubClassOf OrphaCode.
Orphanet 476126 is Class.
Orphanet 476126 SubClassOf OrphaCode.
Orphanet 477 is Class.
Orphanet 477 SubClassOf OrphaCode.
Orphanet 477673 is Class.
Orphanet 477673 SubClassOf OrphaCode.
Orphanet 477774 is Class.
Orphanet 477774 SubClassOf OrphaCode.
Orphanet 477781 is Class.
Orphanet 477781 SubClassOf OrphaCode.
Orphanet 477814 is Class.
Orphanet 477814 SubClassOf OrphaCode.
Orphanet 477817 is Class.
Orphanet 477817 SubClassOf OrphaCode.
Orphanet 477993 is Class.
Orphanet 477993 SubClassOf OrphaCode.
Orphanet 478 is Class.
Orphanet 478 SubClassOf OrphaCode.
Orphanet 478029 is Class.
Orphanet 478029 SubClassOf OrphaCode.
Orphanet 48 is Class.
Orphanet 48 SubClassOf OrphaCode.
Orphanet 480 is Class.
Orphanet 480 SubClassOf OrphaCode.
Orphanet 480520 is Class.
Orphanet 480520 SubClassOf OrphaCode.
Orphanet 480536 is Class.
Orphanet 480536 SubClassOf OrphaCode.
Orphanet 480864 is Class.
Orphanet 480864 SubClassOf OrphaCode.
Orphanet 480880 is Class.
Orphanet 480880 SubClassOf OrphaCode.
Orphanet 480898 is Class.
Orphanet 480898 SubClassOf OrphaCode.
Orphanet 480907 is Class.
Orphanet 480907 SubClassOf OrphaCode.
Orphanet 481 is Class.
Orphanet 481 SubClassOf OrphaCode.
Orphanet 48104 is Class.
Orphanet 48104 SubClassOf OrphaCode.
Orphanet 481152 is Class.
Orphanet 481152 SubClassOf OrphaCode.
Orphanet 482 is Class.
Orphanet 482 SubClassOf OrphaCode.
Orphanet 482601 is Class.
Orphanet 482601 SubClassOf OrphaCode.
Orphanet 482606 is Class.
Orphanet 482606 SubClassOf OrphaCode.
Orphanet 48372 is Class.
Orphanet 48372 SubClassOf OrphaCode.
Orphanet 48377 is Class.
Orphanet 48377 SubClassOf OrphaCode.
Orphanet 48431 is Class.
Orphanet 48431 SubClassOf OrphaCode.
Orphanet 48435 is Class.
Orphanet 48435 SubClassOf OrphaCode.
Orphanet 485 is Class.
Orphanet 485 SubClassOf OrphaCode.
Orphanet 485350 is Class.
Orphanet 485350 SubClassOf OrphaCode.
Orphanet 485405 is Class.
Orphanet 485405 SubClassOf OrphaCode.
Orphanet 485421 is Class.
Orphanet 485421 SubClassOf OrphaCode.
Orphanet 486 is Class.
Orphanet 486 SubClassOf OrphaCode.
Orphanet 48652 is Class.
Orphanet 48652 SubClassOf OrphaCode.
Orphanet 486815 is Class.
Orphanet 486815 SubClassOf OrphaCode.
Orphanet 48686 is Class.
Orphanet 48686 SubClassOf OrphaCode.
Orphanet 487 is Class.
Orphanet 487 SubClassOf OrphaCode.
Orphanet 487796 is Class.
Orphanet 487796 SubClassOf OrphaCode.
Orphanet 487825 is Class.
Orphanet 487825 SubClassOf OrphaCode.
Orphanet 488 is Class.
Orphanet 488 SubClassOf OrphaCode.
Orphanet 48818 is Class.
Orphanet 48818 SubClassOf OrphaCode.
Orphanet 488191 is Class.
Orphanet 488191 SubClassOf OrphaCode.
Orphanet 488232 is Class.
Orphanet 488232 SubClassOf OrphaCode.
Orphanet 488333 is Class.
Orphanet 488333 SubClassOf OrphaCode.
Orphanet 488434 is Class.
Orphanet 488434 SubClassOf OrphaCode.
Orphanet 488437 is Class.
Orphanet 488437 SubClassOf OrphaCode.
Orphanet 488594 is Class.
Orphanet 488594 SubClassOf OrphaCode.
Orphanet 488613 is Class.
Orphanet 488613 SubClassOf OrphaCode.
Orphanet 488618 is Class.
Orphanet 488618 SubClassOf OrphaCode.
Orphanet 488627 is Class.
Orphanet 488627 SubClassOf OrphaCode.
Orphanet 488632 is Class.
Orphanet 488632 SubClassOf OrphaCode.
Orphanet 488635 is Class.
Orphanet 488635 SubClassOf OrphaCode.
Orphanet 488642 is Class.
Orphanet 488642 SubClassOf OrphaCode.
Orphanet 488650 is Class.
Orphanet 488650 SubClassOf OrphaCode.
Orphanet 48918 is Class.
Orphanet 48918 SubClassOf OrphaCode.
Orphanet 49 is Class.
Orphanet 49 SubClassOf OrphaCode.
Orphanet 49041 is Class.
Orphanet 49041 SubClassOf OrphaCode.
Orphanet 49042 is Class.
Orphanet 49042 SubClassOf OrphaCode.
Orphanet 492 is Class.
Orphanet 492 SubClassOf OrphaCode.
Orphanet 493 is Class.
Orphanet 493 SubClassOf OrphaCode.
Orphanet 49382 is Class.
Orphanet 49382 SubClassOf OrphaCode.
Orphanet 494 is Class.
Orphanet 494 SubClassOf OrphaCode.
Orphanet 494344 is Class.
Orphanet 494344 SubClassOf OrphaCode.
Orphanet 494424 is Class.
Orphanet 494424 SubClassOf OrphaCode.
Orphanet 494444 is Class.
Orphanet 494444 SubClassOf OrphaCode.
Orphanet 494526 is Class.
Orphanet 494526 SubClassOf OrphaCode.
Orphanet 494541 is Class.
Orphanet 494541 SubClassOf OrphaCode.
Orphanet 495 is Class.
Orphanet 495 SubClassOf OrphaCode.
Orphanet 49566 is Class.
Orphanet 49566 SubClassOf OrphaCode.
Orphanet 495818 is Class.
Orphanet 495818 SubClassOf OrphaCode.
Orphanet 495875 is Class.
Orphanet 495875 SubClassOf OrphaCode.
Orphanet 496641 is Class.
Orphanet 496641 SubClassOf OrphaCode.
Orphanet 496689 is Class.
Orphanet 496689 SubClassOf OrphaCode.
Orphanet 496756 is Class.
Orphanet 496756 SubClassOf OrphaCode.
Orphanet 496790 is Class.
Orphanet 496790 SubClassOf OrphaCode.
Orphanet 497764 is Class.
Orphanet 497764 SubClassOf OrphaCode.
Orphanet 49804 is Class.
Orphanet 49804 SubClassOf OrphaCode.
Orphanet 49827 is Class.
Orphanet 49827 SubClassOf OrphaCode.
Orphanet 498359 is Class.
Orphanet 498359 SubClassOf OrphaCode.
Orphanet 499 is Class.
Orphanet 499 SubClassOf OrphaCode.
Orphanet 499009 is Class.
Orphanet 499009 SubClassOf OrphaCode.
Orphanet 5 is Class.
Orphanet 5 SubClassOf OrphaCode.
Orphanet 50 is Class.
Orphanet 50 SubClassOf OrphaCode.
Orphanet 500 is Class.
Orphanet 500 SubClassOf OrphaCode.
Orphanet 500055 is Class.
Orphanet 500055 SubClassOf OrphaCode.
Orphanet 500095 is Class.
Orphanet 500095 SubClassOf OrphaCode.
Orphanet 500144 is Class.
Orphanet 500144 SubClassOf OrphaCode.
Orphanet 500150 is Class.
Orphanet 500150 SubClassOf OrphaCode.
Orphanet 500159 is Class.
Orphanet 500159 SubClassOf OrphaCode.
Orphanet 500166 is Class.
Orphanet 500166 SubClassOf OrphaCode.
Orphanet 500180 is Class.
Orphanet 500180 SubClassOf OrphaCode.
Orphanet 500533 is Class.
Orphanet 500533 SubClassOf OrphaCode.
Orphanet 500545 is Class.
Orphanet 500545 SubClassOf OrphaCode.
Orphanet 501 is Class.
Orphanet 501 SubClassOf OrphaCode.
Orphanet 502 is Class.
Orphanet 502 SubClassOf OrphaCode.
Orphanet 502423 is Class.
Orphanet 502423 SubClassOf OrphaCode.
Orphanet 502430 is Class.
Orphanet 502430 SubClassOf OrphaCode.
Orphanet 502434 is Class.
Orphanet 502434 SubClassOf OrphaCode.
Orphanet 50251 is Class.
Orphanet 50251 SubClassOf OrphaCode.
Orphanet 503 is Class.
Orphanet 503 SubClassOf OrphaCode.
Orphanet 504476 is Class.
Orphanet 504476 SubClassOf OrphaCode.
Orphanet 505 is Class.
Orphanet 505 SubClassOf OrphaCode.
Orphanet 505216 is Class.
Orphanet 505216 SubClassOf OrphaCode.
Orphanet 505237 is Class.
Orphanet 505237 SubClassOf OrphaCode.
Orphanet 505248 is Class.
Orphanet 505248 SubClassOf OrphaCode.
Orphanet 505395 is Class.
Orphanet 505395 SubClassOf OrphaCode.
Orphanet 505652 is Class.
Orphanet 505652 SubClassOf OrphaCode.
Orphanet 506 is Class.
Orphanet 506 SubClassOf OrphaCode.
Orphanet 506353 is Class.
Orphanet 506353 SubClassOf OrphaCode.
Orphanet 506358 is Class.
Orphanet 506358 SubClassOf OrphaCode.
Orphanet 507 is Class.
Orphanet 507 SubClassOf OrphaCode.
Orphanet 508 is Class.
Orphanet 508 SubClassOf OrphaCode.
Orphanet 50809 is Class.
Orphanet 50809 SubClassOf OrphaCode.
Orphanet 508093 is Class.
Orphanet 508093 SubClassOf OrphaCode.
Orphanet 50810 is Class.
Orphanet 50810 SubClassOf OrphaCode.
Orphanet 50811 is Class.
Orphanet 50811 SubClassOf OrphaCode.
Orphanet 50812 is Class.
Orphanet 50812 SubClassOf OrphaCode.
Orphanet 50814 is Class.
Orphanet 50814 SubClassOf OrphaCode.
Orphanet 50815 is Class.
Orphanet 50815 SubClassOf OrphaCode.
Orphanet 50817 is Class.
Orphanet 50817 SubClassOf OrphaCode.
Orphanet 508410 is Class.
Orphanet 508410 SubClassOf OrphaCode.
Orphanet 508488 is Class.
Orphanet 508488 SubClassOf OrphaCode.
Orphanet 508498 is Class.
Orphanet 508498 SubClassOf OrphaCode.
Orphanet 508533 is Class.
Orphanet 508533 SubClassOf OrphaCode.
Orphanet 508542 is Class.
Orphanet 508542 SubClassOf OrphaCode.
Orphanet 509 is Class.
Orphanet 509 SubClassOf OrphaCode.
Orphanet 50918 is Class.
Orphanet 50918 SubClassOf OrphaCode.
Orphanet 50942 is Class.
Orphanet 50942 SubClassOf OrphaCode.
Orphanet 50943 is Class.
Orphanet 50943 SubClassOf OrphaCode.
Orphanet 50944 is Class.
Orphanet 50944 SubClassOf OrphaCode.
Orphanet 50945 is Class.
Orphanet 50945 SubClassOf OrphaCode.
Orphanet 51 is Class.
Orphanet 51 SubClassOf OrphaCode.
Orphanet 510 is Class.
Orphanet 510 SubClassOf OrphaCode.
Orphanet 51083 is Class.
Orphanet 51083 SubClassOf OrphaCode.
Orphanet 511 is Class.
Orphanet 511 SubClassOf OrphaCode.
Orphanet 51188 is Class.
Orphanet 51188 SubClassOf OrphaCode.
Orphanet 512 is Class.
Orphanet 512 SubClassOf OrphaCode.
Orphanet 51208 is Class.
Orphanet 51208 SubClassOf OrphaCode.
Orphanet 512260 is Class.
Orphanet 512260 SubClassOf OrphaCode.
Orphanet 513436 is Class.
Orphanet 513436 SubClassOf OrphaCode.
Orphanet 513456 is Class.
Orphanet 513456 SubClassOf OrphaCode.
Orphanet 514 is Class.
Orphanet 514 SubClassOf OrphaCode.
Orphanet 51608 is Class.
Orphanet 51608 SubClassOf OrphaCode.
Orphanet 51636 is Class.
Orphanet 51636 SubClassOf OrphaCode.
Orphanet 517 is Class.
Orphanet 517 SubClassOf OrphaCode.
Orphanet 51890 is Class.
Orphanet 51890 SubClassOf OrphaCode.
Orphanet 52 is Class.
Orphanet 52 SubClassOf OrphaCode.
Orphanet 520 is Class.
Orphanet 520 SubClassOf OrphaCode.
Orphanet 52022 is Class.
Orphanet 52022 SubClassOf OrphaCode.
Orphanet 52047 is Class.
Orphanet 52047 SubClassOf OrphaCode.
Orphanet 52055 is Class.
Orphanet 52055 SubClassOf OrphaCode.
Orphanet 52056 is Class.
Orphanet 52056 SubClassOf OrphaCode.
Orphanet 521 is Class.
Orphanet 521 SubClassOf OrphaCode.
Orphanet 521219 is Class.
Orphanet 521219 SubClassOf OrphaCode.
Orphanet 521258 is Class.
Orphanet 521258 SubClassOf OrphaCode.
Orphanet 521308 is Class.
Orphanet 521308 SubClassOf OrphaCode.
Orphanet 521390 is Class.
Orphanet 521390 SubClassOf OrphaCode.
Orphanet 521406 is Class.
Orphanet 521406 SubClassOf OrphaCode.
Orphanet 521411 is Class.
Orphanet 521411 SubClassOf OrphaCode.
Orphanet 521426 is Class.
Orphanet 521426 SubClassOf OrphaCode.
Orphanet 521445 is Class.
Orphanet 521445 SubClassOf OrphaCode.
Orphanet 522077 is Class.
Orphanet 522077 SubClassOf OrphaCode.
Orphanet 523 is Class.
Orphanet 523 SubClassOf OrphaCode.
Orphanet 52368 is Class.
Orphanet 52368 SubClassOf OrphaCode.
Orphanet 524 is Class.
Orphanet 524 SubClassOf OrphaCode.
Orphanet 52416 is Class.
Orphanet 52416 SubClassOf OrphaCode.
Orphanet 52417 is Class.
Orphanet 52417 SubClassOf OrphaCode.
Orphanet 52427 is Class.
Orphanet 52427 SubClassOf OrphaCode.
Orphanet 52429 is Class.
Orphanet 52429 SubClassOf OrphaCode.
Orphanet 52430 is Class.
Orphanet 52430 SubClassOf OrphaCode.
Orphanet 525 is Class.
Orphanet 525 SubClassOf OrphaCode.
Orphanet 52503 is Class.
Orphanet 52503 SubClassOf OrphaCode.
Orphanet 525731 is Class.
Orphanet 525731 SubClassOf OrphaCode.
Orphanet 526 is Class.
Orphanet 526 SubClassOf OrphaCode.
Orphanet 527497 is Class.
Orphanet 527497 SubClassOf OrphaCode.
Orphanet 528 is Class.
Orphanet 528 SubClassOf OrphaCode.
Orphanet 528623 is Class.
Orphanet 528623 SubClassOf OrphaCode.
Orphanet 529 is Class.
Orphanet 529 SubClassOf OrphaCode.
Orphanet 52901 is Class.
Orphanet 52901 SubClassOf OrphaCode.
Orphanet 529665 is Class.
Orphanet 529665 SubClassOf OrphaCode.
Orphanet 529799 is Class.
Orphanet 529799 SubClassOf OrphaCode.
Orphanet 529808 is Class.
Orphanet 529808 SubClassOf OrphaCode.
Orphanet 529962 is Class.
Orphanet 529962 SubClassOf OrphaCode.
Orphanet 529965 is Class.
Orphanet 529965 SubClassOf OrphaCode.
Orphanet 529970 is Class.
Orphanet 529970 SubClassOf OrphaCode.
Orphanet 53 is Class.
Orphanet 53 SubClassOf OrphaCode.
Orphanet 530 is Class.
Orphanet 530 SubClassOf OrphaCode.
Orphanet 53035 is Class.
Orphanet 53035 SubClassOf OrphaCode.
Orphanet 530838 is Class.
Orphanet 530838 SubClassOf OrphaCode.
Orphanet 530983 is Class.
Orphanet 530983 SubClassOf OrphaCode.
Orphanet 531 is Class.
Orphanet 531 SubClassOf OrphaCode.
Orphanet 531151 is Class.
Orphanet 531151 SubClassOf OrphaCode.
Orphanet 53271 is Class.
Orphanet 53271 SubClassOf OrphaCode.
Orphanet 53296 is Class.
Orphanet 53296 SubClassOf OrphaCode.
Orphanet 533 is Class.
Orphanet 533 SubClassOf OrphaCode.
Orphanet 53351 is Class.
Orphanet 53351 SubClassOf OrphaCode.
Orphanet 53372 is Class.
Orphanet 53372 SubClassOf OrphaCode.
Orphanet 534 is Class.
Orphanet 534 SubClassOf OrphaCode.
Orphanet 53583 is Class.
Orphanet 53583 SubClassOf OrphaCode.
Orphanet 536 is Class.
Orphanet 536 SubClassOf OrphaCode.
Orphanet 536467 is Class.
Orphanet 536467 SubClassOf OrphaCode.
Orphanet 536471 is Class.
Orphanet 536471 SubClassOf OrphaCode.
Orphanet 536516 is Class.
Orphanet 536516 SubClassOf OrphaCode.
Orphanet 536532 is Class.
Orphanet 536532 SubClassOf OrphaCode.
Orphanet 536545 is Class.
Orphanet 536545 SubClassOf OrphaCode.
Orphanet 53693 is Class.
Orphanet 53693 SubClassOf OrphaCode.
Orphanet 53697 is Class.
Orphanet 53697 SubClassOf OrphaCode.
Orphanet 537 is Class.
Orphanet 537 SubClassOf OrphaCode.
Orphanet 53715 is Class.
Orphanet 53715 SubClassOf OrphaCode.
Orphanet 53719 is Class.
Orphanet 53719 SubClassOf OrphaCode.
Orphanet 53721 is Class.
Orphanet 53721 SubClassOf OrphaCode.
Orphanet 538 is Class.
Orphanet 538 SubClassOf OrphaCode.
Orphanet 538934 is Class.
Orphanet 538934 SubClassOf OrphaCode.
Orphanet 54 is Class.
Orphanet 54 SubClassOf OrphaCode.
Orphanet 540 is Class.
Orphanet 540 SubClassOf OrphaCode.
Orphanet 54028 is Class.
Orphanet 54028 SubClassOf OrphaCode.
Orphanet 54057 is Class.
Orphanet 54057 SubClassOf OrphaCode.
Orphanet 541423 is Class.
Orphanet 541423 SubClassOf OrphaCode.
Orphanet 542306 is Class.
Orphanet 542306 SubClassOf OrphaCode.
Orphanet 542310 is Class.
Orphanet 542310 SubClassOf OrphaCode.
Orphanet 542323 is Class.
Orphanet 542323 SubClassOf OrphaCode.
Orphanet 54247 is Class.
Orphanet 54247 SubClassOf OrphaCode.
Orphanet 54251 is Class.
Orphanet 54251 SubClassOf OrphaCode.
Orphanet 542592 is Class.
Orphanet 542592 SubClassOf OrphaCode.
Orphanet 542643 is Class.
Orphanet 542643 SubClassOf OrphaCode.
Orphanet 543 is Class.
Orphanet 543 SubClassOf OrphaCode.
Orphanet 543470 is Class.
Orphanet 543470 SubClassOf OrphaCode.
Orphanet 54370 is Class.
Orphanet 54370 SubClassOf OrphaCode.
Orphanet 544254 is Class.
Orphanet 544254 SubClassOf OrphaCode.
Orphanet 544469 is Class.
Orphanet 544469 SubClassOf OrphaCode.
Orphanet 544482 is Class.
Orphanet 544482 SubClassOf OrphaCode.
Orphanet 544488 is Class.
Orphanet 544488 SubClassOf OrphaCode.
Orphanet 544503 is Class.
Orphanet 544503 SubClassOf OrphaCode.
Orphanet 545 is Class.
Orphanet 545 SubClassOf OrphaCode.
Orphanet 54595 is Class.
Orphanet 54595 SubClassOf OrphaCode.
Orphanet 548 is Class.
Orphanet 548 SubClassOf OrphaCode.
Orphanet 549 is Class.
Orphanet 549 SubClassOf OrphaCode.
Orphanet 550 is Class.
Orphanet 550 SubClassOf OrphaCode.
Orphanet 551 is Class.
Orphanet 551 SubClassOf OrphaCode.
Orphanet 552 is Class.
Orphanet 552 SubClassOf OrphaCode.
Orphanet 555874 is Class.
Orphanet 555874 SubClassOf OrphaCode.
Orphanet 555877 is Class.
Orphanet 555877 SubClassOf OrphaCode.
Orphanet 555905 is Class.
Orphanet 555905 SubClassOf OrphaCode.
Orphanet 556 is Class.
Orphanet 556 SubClassOf OrphaCode.
Orphanet 556030 is Class.
Orphanet 556030 SubClassOf OrphaCode.
Orphanet 556037 is Class.
Orphanet 556037 SubClassOf OrphaCode.
Orphanet 55654 is Class.
Orphanet 55654 SubClassOf OrphaCode.
Orphanet 556955 is Class.
Orphanet 556955 SubClassOf OrphaCode.
Orphanet 557003 is Class.
Orphanet 557003 SubClassOf OrphaCode.
Orphanet 558 is Class.
Orphanet 558 SubClassOf OrphaCode.
Orphanet 55881 is Class.
Orphanet 55881 SubClassOf OrphaCode.
Orphanet 559 is Class.
Orphanet 559 SubClassOf OrphaCode.
Orphanet 56 is Class.
Orphanet 56 SubClassOf OrphaCode.
Orphanet 560 is Class.
Orphanet 560 SubClassOf OrphaCode.
Orphanet 561 is Class.
Orphanet 561 SubClassOf OrphaCode.
Orphanet 561854 is Class.
Orphanet 561854 SubClassOf OrphaCode.
Orphanet 562 is Class.
Orphanet 562 SubClassOf OrphaCode.
Orphanet 562528 is Class.
Orphanet 562528 SubClassOf OrphaCode.
Orphanet 562639 is Class.
Orphanet 562639 SubClassOf OrphaCode.
Orphanet 563 is Class.
Orphanet 563 SubClassOf OrphaCode.
Orphanet 56304 is Class.
Orphanet 56304 SubClassOf OrphaCode.
Orphanet 56305 is Class.
Orphanet 56305 SubClassOf OrphaCode.
Orphanet 563609 is Class.
Orphanet 563609 SubClassOf OrphaCode.
Orphanet 563612 is Class.
Orphanet 563612 SubClassOf OrphaCode.
Orphanet 563991 is Class.
Orphanet 563991 SubClassOf OrphaCode.
Orphanet 564 is Class.
Orphanet 564 SubClassOf OrphaCode.
Orphanet 564003 is Class.
Orphanet 564003 SubClassOf OrphaCode.
Orphanet 564178 is Class.
Orphanet 564178 SubClassOf OrphaCode.
Orphanet 56425 is Class.
Orphanet 56425 SubClassOf OrphaCode.
Orphanet 565 is Class.
Orphanet 565 SubClassOf OrphaCode.
Orphanet 565612 is Class.
Orphanet 565612 SubClassOf OrphaCode.
Orphanet 565624 is Class.
Orphanet 565624 SubClassOf OrphaCode.
Orphanet 565899 is Class.
Orphanet 565899 SubClassOf OrphaCode.
Orphanet 566 is Class.
Orphanet 566 SubClassOf OrphaCode.
Orphanet 566943 is Class.
Orphanet 566943 SubClassOf OrphaCode.
Orphanet 567 is Class.
Orphanet 567 SubClassOf OrphaCode.
Orphanet 567544 is Class.
Orphanet 567544 SubClassOf OrphaCode.
Orphanet 567546 is Class.
Orphanet 567546 SubClassOf OrphaCode.
Orphanet 567548 is Class.
Orphanet 567548 SubClassOf OrphaCode.
Orphanet 567983 is Class.
Orphanet 567983 SubClassOf OrphaCode.
Orphanet 568 is Class.
Orphanet 568 SubClassOf OrphaCode.
Orphanet 568051 is Class.
Orphanet 568051 SubClassOf OrphaCode.
Orphanet 569 is Class.
Orphanet 569 SubClassOf OrphaCode.
